Filename                                                                                                    Lag      Pseudo R-squ.    Log-Likelihood
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 M+H+CC+CG1+CM+CW+Cwd+B+                  lag-1:   0.1025           -4047.2
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close1 M+H+CC+CG1+CM+CW+Cwd+G+P+C+B+            lag-1:   0.1716           -3735.8
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+CC+CG1+CM+CW+Cwd+B+                    lag-1:   0.007775         -4474.3
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+CC+CG1+CM+CW+Cwd+G+P+C+B+              lag-1:   0.1539           -3815.6
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+B+                               lag-1:   0.01017          -4463.5
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+B+                               lag-1:   0.01017          -4463.5
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CC+B+                            lag-1:   0.01039          -4462.6
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CC+G+P+C+B+                      lag-1:   0.1555           -3808.4
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CG1+B+                           lag-1:   0.01175          -4456.4
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CG1+G+P+C+B+                     lag-1:   0.1554           -3808.5
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CM+B+                            lag-1:   0.01141          -4458.0
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CM+G+P+C+B+                      lag-1:   0.1550           -3810.4
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CW+B+                            lag-1:   0.01035          -4462.7
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+CW+G+P+C+B+                      lag-1:   0.1549           -3810.9
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Cwd+B+                           lag-1:   0.01381          -4447.1
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Cwd+G+P+C+B+                     lag-1:   0.1557           -3807.4
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+G+P+C+B+                         lag-1:   0.1548           -3811.2
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+G+P+C+B+                         lag-1:   0.1548           -3811.2
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y                                lag-1:   0.01523          -4440.7
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close0 H+Pr+Po+Y+Cwd                            lag-1:   0.01955          -4421.2
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+CC+CG1+CM+CW+Cwd+B+                    lag-1:   0.007861         -4474.0
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+CC+CG1+CM+CW+Cwd+G+P+C+B+              lag-1:   0.1542           -3813.9
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CG1+B+                           lag-1:   0.01179          -4456.2
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CG1+G+P+C+B+                     lag-1:   0.1556           -3807.6
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CM+B+                            lag-1:   0.01141          -4458.0
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+CM+G+P+C+B+                      lag-1:   0.1550           -3810.2
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+Cwd+B+                           lag-1:   0.01386          -4446.9
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+Cwd+G+P+C+B+                     lag-1:   0.1559           -3806.4
all 1964-2026 ZINB-HC0 gdp-LN-avg1 popLN-avg1 sep-host1 sep-close1 H+Pr+Po+Y+Cwd                            lag-1:   0.01981          -4420.1
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H                                        lag-1:   0.003991         -2892.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H                                        lag-1:   0.003991         -2892.9
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+CC+CG1+CM+CW+Cwd                       lag-1:   0.006946         -2884.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+CC+CG1+CM+CW+Cwd+G+P+C                 lag-1:   0.1539           -2457.5
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+G+P+C                                  lag-1:   0.1529           -2460.4
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+G+P+C                                  lag-1:   0.1529           -2460.4
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po                                  lag-1:   0.009180         -2877.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po                                  lag-1:   0.009180         -2877.8
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CC+CG1+CM+CW+Cwd                 lag-1:   0.01282          -2867.3
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CC+CG1+CM+CW+Cwd+G+P+C           lag-1:   0.1552           -2453.7
all 1996-2026 ZINB-HC3 gdp-LN-avg1 popLN-avg1 sep-host0 sep-close0 H+Pr+Po+CG1                              lag-1:   0.009921         -2875.7
