Year,Medals,GDP,Population,Is_Host,Is_Host_Close_Center,Is_Host_Close_GMT1,Is_Host_Close_Main,Is_Host_Close_West,Is_Host_Close_Wide,Is_Communist,NOC,Is_Host_Pre,Is_Host_Post
1968,0.0,1114.0,52445.059,False,False,False,False,False,False,False,NGR,False,False
1972,1.0,1908.0,58941.176,False,False,False,False,False,False,False,NGR,False,False
1980,0.0,2080.0,74821.273,False,False,False,False,False,False,False,NGR,False,False
1984,2.0,1527.0,82724.29,False,False,False,False,False,False,False,NGR,False,False
1988,0.0,1667.0,91760.42,False,False,False,False,False,False,False,NGR,False,False
1992,4.0,1793.94013667409,101378.15,False,False,False,False,False,False,False,NGR,False,False
1996,6.0,1924.08840384563,112235.15,False,False,False,False,False,False,False,NGR,False,False
2000,3.0,2144.82540433565,125013.93,False,False,False,False,False,False,False,NGR,False,False
2004,2.0,3136.62742586954,139900.21,False,False,False,False,False,False,False,NGR,False,False
2008,4.0,4084.20026035943,156434.06,False,False,False,False,False,False,False,NGR,False,False
2012,0.0,5216.31562104109,174142.21,False,False,False,False,False,False,False,NGR,False,False
2016,1.0,5337.12944295536,192593.55,False,False,False,False,False,False,False,NGR,False,False
2020,2.0,4976.32235844951,213020.61,False,False,False,False,False,False,False,NGR,True,False
1964,0.0,1415.0,4252.122,False,False,False,False,False,False,False,NIG,False,True
1968,0.0,1398.0,4633.063,False,False,False,False,False,False,False,NIG,False,False
1972,1.0,1282.0,5060.262,False,False,False,False,False,False,False,NIG,False,False
1984,0.0,956.0,6704.046,False,False,False,False,False,False,False,NIG,False,False
1988,0.0,939.0,7399.129,False,False,False,False,False,False,False,NIG,False,False
1992,0.0,785.263618323698,8312.79,False,False,False,False,False,False,False,NIG,False,False
1996,0.0,712.855845272195,9442.83,False,False,False,False,False,False,False,NIG,False,False
2000,0.0,693.376547623471,10785.06,False,False,False,False,False,False,False,NIG,False,False
2004,0.0,725.131636267338,12472.32,False,False,False,False,False,False,False,NIG,False,False
2008,0.0,809.450392071507,14531.93,False,False,False,False,False,False,False,NIG,False,False
2012,0.0,849.797741264797,16903.09,False,False,False,False,False,False,False,NIG,False,False
2016,1.0,903.571548725605,19708.07,False,False,False,False,False,False,False,NIG,True,False
1900,5.0,3249.0,2230.0,False,False,False,False,False,False,False,NOR,False,True
1904,2.0,3288.0,2297.0,False,False,False,False,False,False,False,NOR,False,False
1906,2.0,3496.0,2319.0,False,False,False,False,False,False,False,NOR,False,False
1908,8.0,3612.0,2346.0,False,False,False,False,False,False,False,NOR,False,False
1912,10.0,4050.0,2423.0,False,False,False,False,False,False,False,NOR,False,False
1920,29.0,4739.0,2635.0,False,False,False,False,False,False,False,NOR,False,False
1924,10.0,4787.0,2729.0,False,False,False,False,False,False,False,NOR,False,False
1928,4.0,5241.0,2785.0,False,False,False,False,False,False,False,NOR,False,False
1932,0.0,5526.0,2842.0,False,False,False,False,False,False,False,NOR,False,False
1936,6.0,6432.0,2904.0,False,False,False,False,False,False,False,NOR,False,False
1948,7.0,8199.0,3201.0,False,False,False,False,False,False,False,NOR,False,False
1952,5.0,9267.0,3327.728,False,False,False,False,False,False,False,NOR,False,False
1956,3.0,10480.0,3459.992,False,False,False,False,False,False,False,NOR,False,False
1960,1.0,11483.0,3581.239,False,False,False,False,False,False,False,NOR,False,False
1964,0.0,13256.0,3694.339,False,False,False,False,False,False,False,NOR,False,False
1968,2.0,15224.0,3818.983,False,False,False,False,False,False,False,NOR,False,False
1972,4.0,17409.0,3933.004,False,False,False,False,False,False,False,NOR,False,False
1976,2.0,20610.0,4026.152,False,False,False,False,False,False,False,NOR,False,False
1984,3.0,26321.0,4140.095,False,False,False,False,False,False,False,NOR,False,False
1988,5.0,28786.0,4208.729,False,False,False,False,False,False,False,NOR,False,False
1992,7.0,33041.2054394645,4287.02,False,False,False,False,False,False,False,NOR,False,False
1996,7.0,43133.1434703702,4382.04,False,False,False,False,False,False,False,NOR,False,False
2000,10.0,54039.9607277985,4492.07,False,False,False,False,False,False,False,NOR,False,False
2004,6.0,64824.1444301464,4593.09,False,False,False,False,False,False,False,NOR,False,False
2008,9.0,76522.0634426551,4769.13,False,False,False,False,False,False,False,NOR,False,False
2012,4.0,81725.2185056822,5020.19,False,False,False,False,False,False,False,NOR,False,False
2016,4.0,83213.0125924677,5237.24,False,False,False,False,False,False,False,NOR,False,False
2020,8.0,83543.0983294295,5380.28,False,False,False,False,False,False,False,NOR,False,False
2024,8.0,88418.7857849608,5572.279,False,False,False,False,False,False,False,NOR,True,False
1900,1.0,6851.0,807.0,False,False,False,False,False,False,False,NZL,False,True
1920,1.0,8992.0,1241.0,False,False,False,False,False,False,False,NZL,False,False
1924,1.0,8198.0,1350.0,False,False,False,False,False,False,False,NZL,False,False
1928,1.0,8195.0,1454.0,False,False,False,False,False,False,False,NZL,False,False
1932,1.0,6897.0,1527.0,False,False,False,False,False,False,False,NZL,False,False
1936,1.0,9309.0,1573.0,False,False,False,False,False,False,False,NZL,False,False
1948,0.0,11045.0,1833.0,False,False,False,False,False,False,False,NZL,False,False
1952,3.0,12427.0,1994.794,False,False,False,False,False,False,False,NZL,False,False
1956,2.0,14346.0,2178.289,False,False,False,False,False,False,False,NZL,False,False
1960,3.0,15087.0,2371.746,False,False,False,False,False,False,False,NZL,False,False
1964,5.0,16606.0,2591.95,False,False,False,False,False,False,False,NZL,False,False
1968,3.0,16809.0,2759.0,False,False,False,False,False,False,False,NZL,False,False
1972,3.0,18889.0,2929.1,False,False,False,False,False,False,False,NZL,False,False
1976,4.0,20161.0,3153.55,False,False,False,False,False,False,False,NZL,False,False
1980,0.0,19681.0,3170.15,False,False,False,False,False,False,False,NZL,False,False
1984,11.0,21783.0,3298.0,False,False,False,False,False,False,False,NZL,False,False
1988,13.0,22022.0,3361.0,False,False,False,False,False,False,False,NZL,False,False
1992,10.0,21093.0613402617,3585.26,False,False,False,False,False,False,False,NZL,False,False
1996,6.0,24321.2480093897,3792.85,False,False,False,False,False,False,False,NZL,False,False
2000,4.0,26823.0174593025,3912.39,False,False,False,False,False,False,False,NZL,False,False
2004,5.0,29806.7352654402,4151.15,False,False,False,False,False,False,False,NZL,False,False
2008,9.0,31444.6332354074,4322.92,False,False,False,False,False,False,False,NZL,False,False
2012,13.0,32714.7326094428,4471.4,False,False,False,False,False,False,False,NZL,False,False
2016,18.0,34879.9380406397,4799.84,False,False,False,False,False,False,False,NZL,False,False
2020,20.0,35853.6929927152,5159.06,False,False,False,False,False,False,False,NZL,False,False
2024,20.0,37754.21640095628,5287.5,False,False,False,False,False,False,False,NZL,True,False
1984,0.0,9526.0,1423.521,False,False,False,False,False,False,False,OMA,False,True
1988,0.0,10633.0,1651.822,False,False,False,False,False,False,False,OMA,False,False
1992,0.0,12251.1576128381,1916.36,False,False,False,False,False,False,False,OMA,False,False
1996,0.0,16491.1678287698,2173.41,False,False,False,False,False,False,False,OMA,False,False
2000,0.0,24186.3653983285,2403.18,False,False,False,False,False,False,False,OMA,False,False
2004,0.0,28607.0843640724,2612.83,False,False,False,False,False,False,False,OMA,False,False
2008,0.0,40909.9379307961,2816.38,False,False,False,False,False,False,False,OMA,False,False
2012,0.0,47427.583109669,3047.23,False,False,False,False,False,False,False,OMA,False,False
2016,0.0,51382.7360663662,3307.2,False,False,False,False,False,False,False,OMA,True,False
1928,0.0,2558.0,504.0,False,False,False,False,False,False,False,PAN,False,True
1948,2.0,2724.0,822.0,False,False,False,False,False,False,False,PAN,False,False
1952,0.0,2557.0,940.0,False,False,False,False,False,False,False,PAN,False,False
1960,0.0,3217.0,1148.0,False,False,False,False,False,False,False,PAN,False,False
1964,0.0,3929.0,1288.0,False,False,False,False,False,False,False,PAN,False,False
1968,0.0,4752.0,1447.0,False,False,False,False,False,False,False,PAN,False,False
1972,0.0,5571.0,1617.0,False,False,False,False,False,False,False,PAN,False,False
1976,0.0,5604.0,1792.0,False,False,False,False,False,False,False,PAN,False,False
1984,0.0,7192.0,2123.0,False,False,False,False,False,False,False,PAN,False,False
1988,0.0,6743.0,2302.0,False,False,False,False,False,False,False,PAN,False,False
1992,0.0,8148.63157836697,2489.0,False,False,False,False,False,False,False,PAN,False,False
1996,0.0,8652.0757584253,2690.0,False,False,False,False,False,False,False,PAN,False,False
2000,0.0,9898.78778060818,2900.0,False,False,False,False,False,False,False,PAN,False,False
2004,0.0,10769.5231825041,3104.0,False,False,False,False,False,False,False,PAN,False,False
2008,1.0,14466.9673417838,3310.0,False,False,False,False,False,False,False,PAN,False,False
2012,0.0,18051.0,3510.0,False,False,False,False,False,False,False,PAN,False,False
2016,0.0,21445.1247474899,3705.0,False,False,False,False,False,False,False,PAN,False,False
2024,1.0,25279.431699001634,4515.577,False,False,False,False,False,False,False,PAN,True,False
1968,0.0,2699.0,2349.262,False,False,False,False,False,False,False,PAR,False,True
1972,0.0,3017.0,2614.104,False,False,False,False,False,False,False,PAR,False,False
1976,0.0,3629.0,2922.0,False,False,False,False,False,False,False,PAR,False,False
1984,0.0,4945.0,3568.0,False,False,False,False,False,False,False,PAR,False,False
1988,0.0,5082.0,4007.0,False,False,False,False,False,False,False,PAR,False,False
1992,0.0,5186.56395411901,4491.94,False,False,False,False,False,False,False,PAR,False,False
1996,0.0,5360.74330343851,5005.93,False,False,False,False,False,False,False,PAR,False,False
2000,0.0,4896.42954805479,5473.21,False,False,False,False,False,False,False,PAR,False,False
2004,1.0,5876.6602742802,5886.18,False,False,False,False,False,False,False,PAR,False,False
2008,0.0,6713.03020771669,6264.03,False,False,False,False,False,False,False,PAR,False,False
2012,0.0,7232.37609714551,6605.39,False,False,False,False,False,False,False,PAR,False,False
2016,0.0,8438.70944690592,6930.16,False,False,False,False,False,False,False,PAR,True,False
1900,0.0,1084.0,3648.0,False,False,False,False,False,False,False,PER,False,True
1932,0.0,2268.0,5660.0,False,False,False,False,False,False,False,PER,False,False
1936,0.0,3078.0,6038.0,False,False,False,False,False,False,False,PER,False,False
1948,1.0,3282.0,7376.0,False,False,False,False,False,False,False,PER,False,False
1956,0.0,4385.0,8904.9,False,False,False,False,False,False,False,PER,False,False
1960,0.0,4733.0,9931.0,False,False,False,False,False,False,False,PER,False,False
1964,0.0,5523.0,11143.5,False,False,False,False,False,False,False,PER,False,False
1968,0.0,5874.0,12476.0,False,False,False,False,False,False,False,PER,False,False
1972,0.0,6264.0,13954.7,False,False,False,False,False,False,False,PER,False,False
1976,0.0,6808.0,15573.199,False,False,False,False,False,False,False,PER,False,False
1980,0.0,6795.0,17295.298,False,False,False,False,False,False,False,PER,False,False
1984,1.0,5859.0,19011.0,False,False,False,False,False,False,False,PER,False,False
1988,1.0,6003.0,20710.0,False,False,False,False,False,False,False,PER,False,False
1992,1.0,4698.48304766502,23517.24,False,False,False,False,False,False,False,PER,False,False
1996,0.0,5739.79004436521,19976.27,False,False,False,False,False,False,False,PER,False,False
2000,0.0,6038.24442697661,21291.22,False,False,False,False,False,False,False,PER,False,False
2004,0.0,6731.00468731625,22706.95,False,False,False,False,False,False,False,PER,False,False
2008,0.0,8812.6181817338,23944.04,False,False,False,False,False,False,False,PER,False,False
2012,0.0,10605.5886969872,24490.6,False,False,False,False,False,False,False,PER,False,False
2016,0.0,12132.0351109526,24903.64,False,False,False,False,False,False,False,PER,False,False
2024,1.0,12846.573517950235,34217.848,False,False,False,False,False,False,False,PER,True,False
1924,0.0,2133.0,11577.0,False,False,False,False,False,False,False,PHI,False,True
1928,1.0,2219.0,12543.0,False,False,False,False,False,False,False,PHI,False,False
1932,3.0,2212.0,13829.0,False,False,False,False,False,False,False,PHI,False,False
1936,1.0,2174.0,15199.0,False,False,False,False,False,False,False,PHI,False,False
1948,0.0,1583.0,19918.0,False,False,False,False,False,False,False,PHI,False,False
1952,0.0,1890.0,22438.691,False,False,False,False,False,False,False,PHI,False,False
1956,0.0,2248.0,25301.226,False,False,False,False,False,False,False,PHI,False,False
1960,0.0,2353.0,28528.939,False,False,False,False,False,False,False,PHI,False,False
1964,1.0,2550.0,32254.35,False,False,False,False,False,False,False,PHI,False,False
1968,0.0,2745.0,36424.438,False,False,False,False,False,False,False,PHI,False,False
1972,0.0,2954.0,40850.141,False,False,False,False,False,False,False,PHI,False,False
1976,0.0,3430.0,45574.35,False,False,False,False,False,False,False,PHI,False,False
1984,0.0,3469.0,56257.879,False,False,False,False,False,False,False,PHI,False,False
1988,1.0,3355.0,62080.71,False,False,False,False,False,False,False,PHI,False,False
1992,1.0,3399.24261795966,67929.79,False,False,False,False,False,False,False,PHI,False,False
1996,1.0,3790.77878882303,74238.79,False,False,False,False,False,False,False,PHI,False,False
2000,0.0,4033.56089188223,81131.21,False,False,False,False,False,False,False,PHI,False,False
2004,0.0,4562.50267556433,88568.1,False,False,False,False,False,False,False,PHI,False,False
2008,0.0,5328.68244964514,95922.8,False,False,False,False,False,False,False,PHI,False,False
2012,0.0,6155.82949334634,102618.25,False,False,False,False,False,False,False,PHI,False,False
2016,1.0,7463.51818800498,109492.99,False,False,False,False,False,False,False,PHI,False,False
2020,4.0,7624.41356494838,117026.22,False,False,False,False,False,False,False,PHI,False,False
2024,4.0,9183.94609290868,115843.67,False,False,False,False,False,False,False,PHI,True,False
1996,0.0,5320.25543179518,2671.0,False,False,False,False,False,False,False,PLE,False,True
2000,0.0,5377.3935104174,3075.0,False,False,False,False,False,False,False,PLE,False,False
2004,0.0,4358.51757480248,3396.0,False,False,False,False,False,False,False,PLE,False,False
2008,0.0,4287.20919659314,3727.0,False,False,False,False,False,False,False,PLE,False,False
2012,0.0,5054.0,4088.0,False,False,False,False,False,False,False,PLE,False,False
2016,0.0,5316.98831938771,4451.0,False,False,False,False,False,False,False,PLE,True,False
1912,0.0,2004.0,5964.0,False,False,False,False,False,False,False,POR,False,True
1920,0.0,1959.0,6029.0,False,False,False,False,False,False,False,POR,False,False
1924,1.0,2233.0,6300.0,False,False,False,False,False,False,False,POR,False,False
1928,1.0,2343.0,6619.0,False,False,False,False,False,False,False,POR,False,False
1932,0.0,2619.0,6954.0,False,False,False,False,False,False,False,POR,False,False
1936,1.0,2428.0,7305.0,False,False,False,False,False,False,False,POR,False,False
1948,2.0,3261.0,8256.0,False,False,False,False,False,False,False,POR,False,False
1952,1.0,3445.0,8526.05,False,False,False,False,False,False,False,POR,False,False
1956,0.0,4087.0,8756.0,False,False,False,False,False,False,False,POR,False,False
1960,1.0,4712.0,9036.7,False,False,False,False,False,False,False,POR,False,False
1964,0.0,5926.0,9122.5,False,False,False,False,False,False,False,POR,False,False
1968,0.0,7767.0,9115.05,False,False,False,False,False,False,False,POR,False,False
1972,0.0,10130.0,8970.45,False,False,False,False,False,False,False,POR,False,False
1976,2.0,10861.0,9621.97,False,False,False,False,False,False,False,POR,False,False
1980,0.0,12822.0,9777.8,False,False,False,False,False,False,False,POR,False,False
1984,3.0,12894.0,9885.387,False,False,False,False,False,False,False,POR,False,False
1988,1.0,15729.0,9920.611,False,False,False,False,False,False,False,POR,False,False
1992,0.0,18598.5281107458,9890.64,False,False,False,False,False,False,False,POR,False,False
1996,2.0,19939.3112914324,9991.11,False,False,False,False,False,False,False,POR,False,False
2000,2.0,23372.0401422301,10215.47,False,False,False,False,False,False,False,POR,False,False
2004,3.0,24142.7665709259,10408.07,False,False,False,False,False,False,False,POR,False,False
2008,2.0,25590.8804355362,10481.83,False,False,False,False,False,False,False,POR,False,False
2012,1.0,24211.4375382567,10438.75,False,False,False,False,False,False,False,POR,False,False
2016,1.0,25568.6948248787,10250.82,False,False,False,False,False,False,False,POR,False,False
2020,4.0,25700.283841675,10222.62,False,False,False,False,False,False,False,POR,False,False
2024,4.0,29787.14642684924,10694.681,False,False,False,False,False,False,False,POR,True,False
1984,0.0,20354.0,324.468,False,False,False,False,False,False,False,QAT,False,True
1988,0.0,12492.0,413.461,False,False,False,False,False,False,False,QAT,False,False
1992,1.0,15042.1231591104,477.12,False,False,False,False,False,False,False,QAT,False,False
1996,0.0,22395.2638874842,540.24,False,False,False,False,False,False,False,QAT,False,False
2000,1.0,45788.122704193,658.68,False,False,False,False,False,False,False,QAT,False,False
2004,0.0,74372.9325180593,849.69,False,False,False,False,False,False,False,QAT,False,False
2008,0.0,107402.056105853,1459.76,False,False,False,False,False,False,False,QAT,False,False
2012,2.0,154339.816050374,2009.57,False,False,False,False,False,False,False,QAT,False,False
2016,1.0,160051.235409427,2326.2,False,False,False,False,False,False,False,QAT,False,False
2020,3.0,143118.523743067,2519.01,False,False,False,False,False,False,False,QAT,False,False
2024,1.0,144165.3231202167,2857.822,False,False,False,False,False,False,False,QAT,True,False
1900,0.0,1406.82067086439,11000.0,False,False,False,False,False,False,True,ROU,False,True
1924,1.0,1386.23305129076,13020.0,False,False,False,False,False,False,True,ROU,False,False
1928,0.0,1477.73358272909,13760.0,False,False,False,False,False,False,True,ROU,False,False
1932,0.0,1413.68321072226,14554.0,False,False,False,False,False,False,True,ROU,False,False
1936,1.0,1585.24670716914,15256.0,False,False,False,False,False,False,True,ROU,False,False
1952,4.0,2124.85637527654,16630.0,False,False,False,False,False,False,True,ROU,False,False
1956,13.0,2587.60262286402,17583.0,False,False,False,False,False,False,True,ROU,False,False
1960,10.0,2938.8025721958,18403.414,False,False,False,False,False,False,True,ROU,False,False
1964,12.0,3599.46696361023,18927.081,False,False,False,False,False,False,True,ROU,False,False
1968,15.0,4366.12022001875,19720.984,False,False,False,False,False,False,True,ROU,False,False
1972,16.0,5413.41779052776,20662.648,False,False,False,False,False,False,True,ROU,False,False
1976,27.0,6243.14631944519,21445.698,False,False,False,False,False,False,True,ROU,False,False
1980,25.0,6591.63651394997,22130.036,False,False,False,False,False,False,True,ROU,False,False
1984,52.0,6659.45404351327,22453.788,False,False,False,False,False,False,True,ROU,False,False
1988,24.0,6511.95610906519,22768.897,False,False,False,False,False,False,True,ROU,False,False
1992,18.0,4818.30439775258,22797.03,False,False,False,False,False,False,True,ROU,False,False
1996,19.0,6476.47447539912,22622.47,False,False,False,False,False,False,True,ROU,False,False
2000,26.0,7089.94612573642,22262.41,False,False,False,False,False,False,True,ROU,False,False
2004,19.0,10531.1718022169,21704.23,False,False,False,False,False,False,True,ROU,False,False
2008,8.0,16347.3435343349,20779.48,False,False,False,False,False,False,True,ROU,False,False
2012,9.0,17580.9323000955,20296.19,False,False,False,False,False,False,True,ROU,False,False
2016,4.0,19825.6025546891,19938.27,False,False,False,False,False,False,True,ROU,False,False
2020,4.0,24799.7118328902,19496.17,False,False,False,False,False,False,True,ROU,False,False
2024,9.0,27030.09018283067,19051.804,False,False,False,False,False,False,True,ROU,True,False
1984,0.0,1597.0,5828.738,False,False,False,False,False,False,False,RWA,False,True
1988,0.0,1538.0,6587.74,False,False,False,False,False,False,False,RWA,False,False
1992,0.0,1301.68900792678,7329.21,False,False,False,False,False,False,False,RWA,False,False
1996,0.0,976.407910612693,6334.89,False,False,False,False,False,False,False,RWA,False,False
2000,0.0,1023.61822713066,7867.75,False,False,False,False,False,False,False,RWA,False,False
2004,0.0,1159.02810839957,8467.88,False,False,False,False,False,False,False,RWA,False,False
2008,0.0,1364.74501289332,9290.01,False,False,False,False,False,False,False,RWA,False,False
2012,0.0,1528.55195947096,10271.2,False,False,False,False,False,False,False,RWA,False,False
2016,0.0,1774.9014560703,11344.4,False,False,False,False,False,False,False,RWA,True,False
1964,0.0,2389.0,3636.138,False,False,False,False,False,False,False,SEN,False,True
1968,0.0,2389.0,4073.826,False,False,False,False,False,False,False,SEN,False,False
1972,0.0,2289.0,4588.696,False,False,False,False,False,False,False,SEN,False,False
1976,0.0,2370.0,5100.499,False,False,False,False,False,False,False,SEN,False,False
1980,0.0,2021.0,5787.32,False,False,False,False,False,False,False,SEN,False,False
1984,0.0,1989.0,6573.248,False,False,False,False,False,False,False,SEN,False,False
1988,1.0,2085.0,7464.761,False,False,False,False,False,False,False,SEN,False,False
1992,0.0,1942.92672653003,8448.71,False,False,False,False,False,False,False,SEN,False,False
1996,0.0,1866.34228502269,9356.96,False,False,False,False,False,False,False,SEN,False,False
2000,0.0,1983.52404748961,10304.7,False,False,False,False,False,False,False,SEN,False,False
2004,0.0,2074.95381162079,11498.25,False,False,False,False,False,False,False,SEN,False,False
2008,0.0,2146.79146464314,12978.49,False,False,False,False,False,False,False,SEN,False,False
2012,0.0,2141.3882665162,14668.23,False,False,False,False,False,False,False,SEN,False,False
2016,0.0,2335.86530126743,16548.85,False,False,False,False,False,False,False,SEN,True,False
1980,0.0,6424.0,64.0,False,False,False,False,False,False,False,SEY,False,True
1984,0.0,6030.0,66.0,False,False,False,False,False,False,False,SEY,False,False
1992,0.0,9304.80806777371,73.0,False,False,False,False,False,False,False,SEY,False,False
1996,0.0,10468.9905824266,76.0,False,False,False,False,False,False,False,SEY,False,False
2000,0.0,14379.8320383995,79.0,False,False,False,False,False,False,False,SEY,False,False
2004,0.0,13735.8975558394,83.0,False,False,False,False,False,False,False,SEY,False,False
2008,0.0,18687.3909992838,87.0,False,False,False,False,False,False,False,SEY,False,False
2012,0.0,22130.0,90.0,False,False,False,False,False,False,False,SEY,False,False
2016,0.0,28588.6029786127,93.0,False,False,False,False,False,False,False,SEY,True,False
1968,0.0,1420.0,2704.0,False,False,False,False,False,False,False,SLE,False,True
1980,0.0,1584.0,3335.0,False,False,False,False,False,False,False,SLE,False,False
1984,0.0,1608.0,3623.0,False,False,False,False,False,False,False,SLE,False,False
1988,0.0,1626.0,3968.0,False,False,False,False,False,False,False,SLE,False,False
1992,0.0,1354.96819689212,4246.0,False,False,False,False,False,False,False,SLE,False,False
1996,0.0,1060.56242298435,3811.0,False,False,False,False,False,False,False,SLE,False,False
2000,0.0,828.793864301684,3809.0,False,False,False,False,False,False,False,SLE,False,False
2004,0.0,1197.15292990557,4602.0,False,False,False,False,False,False,False,SLE,False,False
2008,0.0,1363.48755538923,5023.0,False,False,False,False,False,False,False,SLE,False,False
2012,0.0,1665.0,5486.0,False,False,False,False,False,False,False,SLE,False,False
2016,0.0,1622.42034698104,6019.0,False,False,False,False,False,False,False,SLE,True,False
1992,2.0,15462.7101618003,1999.21,False,False,True,False,False,True,False,SLO,False,True
1996,2.0,18376.2462010584,2004.0,False,False,False,False,False,False,False,SLO,False,False
2000,2.0,21501.3367278983,2003.54,False,False,False,False,False,False,False,SLO,False,False
2004,4.0,24150.5840374106,2011.47,False,False,False,False,False,True,False,SLO,False,False
2008,5.0,28473.5957291968,2036.34,False,False,False,False,False,False,False,SLO,False,False
2012,4.0,25269.2323059742,2071.39,False,False,False,False,False,True,False,SLO,False,False
2016,4.0,27004.7160998092,2079.31,False,False,False,False,False,False,False,SLO,False,False
2020,5.0,28733.3025521436,2117.75,False,False,False,False,False,False,False,SLO,False,False
2024,3.0,33784.070001181,2127.4,False,False,True,False,False,True,False,SLO,True,False
1948,1.0,1847.0,7244.0,False,False,False,False,False,False,False,SRI,False,True
1952,0.0,2093.0,7987.879,False,False,False,False,False,False,False,SRI,False,False
1956,0.0,2091.0,8917.01,False,False,False,False,False,False,False,SRI,False,False
1960,0.0,2064.0,9913.489,False,False,False,False,False,False,False,SRI,False,False
1964,0.0,2104.0,10995.616,False,False,False,False,False,False,False,SRI,False,False
1968,0.0,2291.0,12085.281,False,False,False,False,False,False,False,SRI,False,False
1972,0.0,2327.0,13116.399,False,False,False,False,False,False,False,SRI,False,False
1980,0.0,2917.0,15055.97,False,False,False,False,False,False,False,SRI,False,False
1984,0.0,3387.0,15976.917,False,False,False,False,False,False,False,SRI,False,False
1988,0.0,3633.0,16903.079,False,False,False,False,False,False,False,SRI,False,False
1992,0.0,4020.97417549933,17716.45,False,False,False,False,False,False,False,SRI,False,False
1996,0.0,5187.70882955078,18692.69,False,False,False,False,False,False,False,SRI,False,False
2000,1.0,5841.0941387742,19609.64,False,False,False,False,False,False,False,SRI,False,False
2004,0.0,6191.96644316594,20528.7,False,False,False,False,False,False,False,SRI,False,False
2008,0.0,7622.40893241253,21315.43,False,False,False,False,False,False,False,SRI,False,False
2012,0.0,9599.04479397157,22120.31,False,False,False,False,False,False,False,SRI,False,False
2016,0.0,11236.1195233573,22898.68,False,False,False,False,False,False,False,SRI,True,False
1996,0.0,2221.05351968547,130.0,False,False,False,False,False,False,False,STP,False,True
2000,0.0,2218.81962079457,141.0,False,False,False,False,False,False,False,STP,False,False
2004,0.0,2408.76066405067,154.0,False,False,False,False,False,False,False,STP,False,False
2008,0.0,2925.88578119554,168.0,False,False,False,False,False,False,False,STP,False,False
2012,0.0,3217.0,183.0,False,False,False,False,False,False,False,STP,False,False
2016,0.0,3629.33815743989,198.0,False,False,False,False,False,False,False,STP,True,False
1960,0.0,1632.0,8320.62859528,False,False,False,False,False,False,False,SUD,False,True
1968,0.0,1471.0,10261.4571622751,False,False,False,False,False,False,False,SUD,False,False
1972,0.0,1400.0,11470.0589279118,False,False,False,False,False,False,False,SUD,False,False
1984,0.0,1404.0,17657.1642600594,False,False,False,False,False,False,False,SUD,False,False
1988,0.0,1282.0,19492.4545925282,False,False,False,False,False,False,False,SUD,False,False
1992,0.0,1336.05443252018,22068.64,False,False,False,False,False,False,False,SUD,False,False
1996,0.0,1551.8573888285,24441.7,False,False,False,False,False,False,False,SUD,False,False
2000,0.0,1951.46580110464,26770.57,False,False,False,False,False,False,False,SUD,False,False
2004,0.0,2461.30030002733,29321.34,False,False,False,False,False,False,False,SUD,False,False
2008,1.0,3478.88758155617,32136.6,False,False,False,False,False,False,False,SUD,False,False
2012,0.0,2982.55927429635,35292.96,False,False,False,False,False,False,False,SUD,False,False
2016,0.0,3139.75024205745,39293.66,False,False,False,False,False,False,False,SUD,True,False
1896,3.0,5967.24507057932,3151.0,False,False,False,False,False,False,False,SUI,False,True
1900,9.0,6611.77821356305,3300.0,False,False,False,False,False,False,False,SUI,False,False
1904,3.0,6879.57492621256,3472.0,False,False,False,False,False,False,False,SUI,False,False
1906,8.0,7584.05690252644,3560.0,False,False,False,False,False,False,False,SUI,False,False
1908,0.0,7507.70959998377,3647.0,False,False,False,False,False,False,False,SUI,False,False
1912,1.0,8311.78027545233,3819.0,False,False,False,False,False,False,False,SUI,False,False
1920,11.0,7363.9596412385,3877.0,False,False,False,False,False,False,False,SUI,False,False
1924,25.0,8195.52064929545,3896.0,False,False,False,False,False,False,False,SUI,False,False
1928,17.0,9658.81387249873,3988.0,False,False,False,False,False,False,False,SUI,False,False
1932,1.0,9752.44296534974,4102.0,False,False,False,False,False,False,False,SUI,False,False
1936,18.0,9301.84625825247,4168.0,False,False,False,False,False,False,False,SUI,False,False
1948,22.0,11189.3430725298,4582.0,False,False,False,False,False,False,False,SUI,False,False
1952,14.0,12016.308232061,4815.0,False,False,False,False,False,False,False,SUI,False,False
1956,1.0,14507.0601800455,5045.0,False,False,False,False,False,False,False,SUI,False,False
1960,6.0,16358.3594046842,5362.0,False,False,False,False,False,False,False,SUI,False,False
1964,4.0,19195.446462746,5887.0,False,False,False,False,False,False,False,SUI,False,False
1968,5.0,21395.3863755189,6132.0,False,False,False,False,False,False,False,SUI,False,False
1972,3.0,25356.9109020439,6401.4,False,False,False,False,False,False,False,SUI,False,False
1976,4.0,24752.9073088839,6333.313,False,False,False,False,False,False,False,SUI,False,False
1980,2.0,27405.7302362483,6385.229,False,False,False,False,False,False,False,SUI,False,False
1984,8.0,28315.0825944092,6529.684,False,False,False,False,False,False,False,SUI,False,False
1988,4.0,32482.9076702734,6704.112,False,False,False,False,False,False,False,SUI,False,False
1992,1.0,34356.8020946259,6984.31,False,False,False,False,False,False,False,SUI,False,False
1996,7.0,36720.4904727663,7174.43,False,False,False,False,False,False,False,SUI,False,False
2000,9.0,43251.1037536027,7295.66,False,False,False,False,False,False,False,SUI,False,False
2004,5.0,47263.5967262545,7487.68,False,False,False,False,False,False,False,SUI,False,False
